Temps,Altitude_Radar_m,Niveau_Reservoir_L,Indice_NDVI,Masse_Actuelle_kg
21.33,13.07,70.2,0.8,13.51
21.34,13.07,70.1,0.8,13.51
21.34,13.07,70.1,0.8,13.51
21.35,13.07,70.1,0.8,13.51
21.35,13.07,70.1,0.8,13.51
21.36,13.07,70.1,0.8,13.51
21.37,13.07,70.1,0.8,13.51
21.37,13.07,70.1,0.8,13.51
21.38,13.07,70.1,0.8,13.51
21.38,13.07,70.1,0.8,13.51
21.39,13.07,70.1,0.8,13.51
21.39,13.07,70.1,0.8,13.51
21.4,13.07,70.1,0.8,13.51
21.4,13.07,70.1,0.8,13.5
21.41,13.07,70.1,0.8,13.5
21.41,13.07,70.1,0.8,13.5
21.42,13.07,70.1,0.8,13.5
21.42,13.07,70.1,0.8,13.5
21.43,13.07,70.1,0.8,13.5
21.44,13.07,70.1,0.8,13.5
21.44,13.07,70.1,0.8,13.5
21.45,13.07,70.1,0.8,13.5
21.45,13.07,70.1,0.8,13.5
21.46,13.07,70.1,0.8,13.5
21.46,13.07,70.1,0.8,13.5
21.47,13.07,70.0,0.8,13.5
21.47,13.07,70.0,0.8,13.5
21.48,13.07,70.0,0.8,13.5
21.48,13.07,70.0,0.8,13.5
21.49,13.07,70.0,0.8,13.5
21.49,13.07,70.0,0.8,13.5
21.5,13.07,70.0,0.8,13.5
21.5,13.07,70.0,0.8,13.5
21.51,13.07,70.0,0.8,13.5
21.51,13.07,70.0,0.8,13.5
21.52,13.07,70.0,0.8,13.5
21.52,13.07,70.0,0.8,13.5
21.53,13.07,70.0,0.8,13.5
21.53,13.07,70.0,0.8,13.5
21.53,13.07,70.0,0.8,13.5
21.54,13.07,70.0,0.8,13.5
21.54,13.07,70.0,0.8,13.5
21.55,13.07,70.0,0.8,13.5
21.56,13.07,70.0,0.8,13.5
21.56,13.07,70.0,0.8,13.5
21.57,13.07,70.0,0.8,13.5
21.57,13.07,70.0,0.8,13.5
21.58,13.07,70.0,0.8,13.5
21.58,13.07,70.0,0.8,13.5
21.59,13.07,69.9,0.8,13.5
21.59,13.07,69.9,0.8,13.5
21.6,13.07,69.9,0.8,13.5
21.6,13.07,69.9,0.8,13.5
21.61,13.07,69.9,0.8,13.5
21.61,13.07,69.9,0.8,13.5
21.62,13.07,69.9,0.8,13.5
21.62,13.07,69.9,0.8,13.5
21.63,13.07,69.9,0.8,13.5
21.63,13.07,69.9,0.8,13.5
21.64,13.07,69.9,0.8,13.5
21.64,13.07,69.9,0.8,13.5
21.65,13.07,69.9,0.8,13.49
21.65,13.07,69.9,0.8,13.49
21.66,13.07,69.9,0.8,13.49
21.66,13.07,69.9,0.8,13.49
21.67,13.07,69.9,0.8,13.49
21.67,13.07,69.9,0.8,13.49
21.68,13.07,69.9,0.8,13.49
21.68,13.07,69.9,0.8,13.49
21.69,13.07,69.9,0.8,13.49
21.69,13.07,69.9,0.8,13.49
21.7,13.07,69.9,0.8,13.49
21.7,13.07,69.9,0.8,13.49
21.71,13.07,69.8,0.8,13.49
21.71,13.07,69.8,0.8,13.49
21.72,13.07,69.8,0.8,13.49
21.72,13.07,69.8,0.8,13.49
21.73,13.07,69.8,0.8,13.49
21.74,13.07,69.8,0.8,13.49
21.74,13.07,69.8,0.8,13.49
21.74,13.07,69.8,0.8,13.49
21.75,13.07,69.8,0.8,13.49
21.76,13.07,69.8,0.8,13.49
21.76,13.07,69.8,0.8,13.49
21.77,13.07,69.8,0.8,13.49
21.77,13.07,69.8,0.8,13.49
21.78,13.07,69.8,0.8,13.49
21.78,13.07,69.8,0.8,13.49
21.79,13.07,69.8,0.8,13.49
21.79,13.07,69.8,0.8,13.49
21.8,13.07,69.8,0.8,13.49
21.8,13.07,69.8,0.8,13.49
21.81,13.07,69.8,0.8,13.49
21.81,13.07,69.8,0.8,13.49
21.82,13.07,69.8,0.8,13.49
21.82,13.07,69.8,0.8,13.49
21.83,13.07,69.8,0.8,13.49
21.83,13.07,69.7,0.8,13.49
21.84,13.07,69.7,0.8,13.49
21.84,13.07,69.7,0.8,13.49
21.85,13.07,69.7,0.8,13.49
21.86,13.07,69.7,0.8,13.49
21.86,13.07,69.7,0.8,13.49
21.87,13.07,69.7,0.8,13.49
21.87,13.07,69.7,0.8,13.49
21.88,13.07,69.7,0.8,13.49
21.88,13.07,69.7,0.8,13.49
21.89,13.07,69.7,0.8,13.49
21.89,13.07,69.7,0.8,13.49
21.9,13.07,69.7,0.8,13.48
21.9,13.07,69.7,0.8,13.48
21.91,13.07,69.7,0.8,13.48
21.91,13.07,69.7,0.8,13.48
21.92,13.07,69.7,0.8,13.48
21.92,13.07,69.7,0.8,13.48
21.93,13.07,69.7,0.8,13.48
21.93,13.07,69.7,0.8,13.48
21.94,13.07,69.7,0.8,13.48
21.94,13.07,69.7,0.8,13.48
21.95,13.07,69.7,0.8,13.48
21.95,13.07,69.7,0.8,13.48
21.96,13.07,69.6,0.8,13.48
21.96,13.07,69.6,0.8,13.48
21.97,13.07,69.6,0.8,13.48
21.97,13.07,69.6,0.8,13.48
21.98,13.07,69.6,0.8,13.48
21.98,13.07,69.6,0.8,13.48
21.99,13.07,69.6,0.8,13.48
21.99,13.07,69.6,0.8,13.48
22.0,13.07,69.6,0.8,13.48
22.0,13.07,69.6,0.8,13.48
22.01,13.07,69.6,0.8,13.48
22.01,13.07,69.6,0.8,13.48
22.02,13.07,69.6,0.8,13.48
22.02,13.07,69.6,0.8,13.48
22.03,13.07,69.6,0.8,13.48
22.03,13.07,69.6,0.8,13.48
22.04,13.07,69.6,0.8,13.48
22.04,13.07,69.6,0.8,13.48
22.05,13.07,69.6,0.8,13.48
22.05,13.07,69.6,0.8,13.48
22.06,13.07,69.6,0.8,13.48
22.06,13.07,69.6,0.8,13.48
22.07,13.07,69.6,0.8,13.48
22.07,13.07,69.6,0.8,13.48
22.08,13.07,69.5,0.8,13.48
22.08,13.07,69.5,0.8,13.48
22.09,13.07,69.5,0.8,13.48
22.09,13.07,69.5,0.8,13.48
22.1,13.07,69.5,0.8,13.48
22.1,13.07,69.5,0.8,13.48
22.11,13.07,69.5,0.8,13.48
22.11,13.07,69.5,0.8,13.48
22.12,13.07,69.5,0.8,13.48
22.12,13.07,69.5,0.8,13.48
22.13,13.07,69.5,0.8,13.48
22.13,13.07,69.5,0.8,13.48
22.14,13.07,69.5,0.8,13.47
22.14,13.07,69.5,0.8,13.47
22.15,13.07,69.5,0.8,13.47
22.15,13.07,69.5,0.8,13.47
22.16,13.07,69.5,0.8,13.47
22.16,13.07,69.5,0.8,13.47
22.17,13.07,69.5,0.8,13.47
22.17,13.07,69.5,0.8,13.47
22.18,13.07,69.5,0.8,13.47
22.18,13.07,69.5,0.8,13.47
22.19,13.07,69.5,0.8,13.47
22.19,13.07,69.5,0.8,13.47
22.2,13.07,69.4,0.8,13.47
22.2,13.07,69.4,0.8,13.47
22.21,13.07,69.4,0.8,13.47
22.21,13.07,69.4,0.8,13.47
22.22,13.07,69.4,0.8,13.47
22.22,13.07,69.4,0.8,13.47
22.23,13.07,69.4,0.8,13.47
22.23,13.07,69.4,0.8,13.47
22.24,13.07,69.4,0.8,13.47
22.24,13.07,69.4,0.8,13.47
22.25,13.07,69.4,0.8,13.47
22.26,13.07,69.4,0.8,13.47
22.26,13.07,69.4,0.8,13.47
22.27,13.07,69.4,0.8,13.47
22.27,13.07,69.4,0.8,13.47
22.28,13.07,69.4,0.8,13.47
22.28,13.07,69.4,0.8,13.47
22.29,13.07,69.4,0.8,13.47
22.29,13.07,69.4,0.8,13.47
22.3,13.07,69.4,0.8,13.47
22.3,13.07,69.4,0.8,13.47
22.31,13.07,69.4,0.8,13.47
22.31,13.07,69.4,0.8,13.47
22.32,13.07,69.4,0.8,13.47
22.32,13.07,69.3,0.8,13.47
22.33,13.07,69.3,0.8,13.47
22.33,13.07,69.3,0.8,13.47
22.34,13.07,69.3,0.8,13.47
22.34,13.07,69.3,0.8,13.47
22.35,13.07,69.3,0.8,13.47
22.35,13.07,69.3,0.8,13.47
22.36,13.07,69.3,0.8,13.47
22.36,13.07,69.3,0.8,13.47
22.37,13.07,69.3,0.8,13.47
22.37,13.07,69.3,0.8,13.47
22.38,13.07,69.3,0.8,13.47
22.38,13.07,69.3,0.8,13.46
22.39,13.07,69.3,0.8,13.46
22.39,13.07,69.3,0.8,13.46
22.4,13.07,69.3,0.8,13.46
22.4,13.07,69.3,0.8,13.46
22.41,13.07,69.3,0.8,13.46
22.41,13.07,69.3,0.8,13.46
22.42,13.07,69.3,0.8,13.46
22.42,13.07,69.3,0.8,13.46
22.43,13.07,69.3,0.8,13.46
22.43,13.07,69.3,0.8,13.46
22.44,13.07,69.3,0.8,13.46
22.44,13.07,69.2,0.8,13.46
22.45,13.07,69.2,0.8,13.46
22.45,13.07,69.2,0.8,13.46
22.46,13.07,69.2,0.8,13.46
22.46,13.07,69.2,0.8,13.46
22.47,13.07,69.2,0.8,13.46
22.47,13.07,69.2,0.8,13.46
22.48,13.07,69.2,0.8,13.46
22.48,13.07,69.2,0.8,13.46
22.49,13.07,69.2,0.8,13.46
22.49,13.07,69.2,0.8,13.46
22.5,13.07,69.2,0.8,13.46
22.5,13.07,69.2,0.8,13.46
22.51,13.07,69.2,0.8,13.46
22.51,13.07,69.2,0.8,13.46
22.52,13.07,69.2,0.8,13.46
22.52,13.07,69.2,0.8,13.46
22.53,13.07,69.2,0.8,13.46
22.53,13.07,69.2,0.8,13.46
22.54,13.07,69.2,0.8,13.46
22.54,13.07,69.2,0.8,13.46
22.55,13.07,69.2,0.8,13.46
22.55,13.07,69.2,0.8,13.46
22.56,13.07,69.2,0.8,13.46
22.56,13.07,69.1,0.8,13.46
22.57,13.07,69.1,0.8,13.46
22.57,13.07,69.1,0.8,13.46
22.58,13.07,69.1,0.8,13.46
22.58,13.07,69.1,0.8,13.46
22.59,13.07,69.1,0.8,13.46
22.59,13.07,69.1,0.8,13.46
22.6,13.07,69.1,0.8,13.46
22.6,13.07,69.1,0.8,13.46
22.61,13.07,69.1,0.8,13.46
22.61,13.07,69.1,0.8,13.46
22.62,13.07,69.1,0.8,13.46
22.62,13.07,69.1,0.8,13.45
22.63,13.07,69.1,0.8,13.45
22.63,13.07,69.1,0.8,13.45
22.64,13.07,69.1,0.8,13.45
22.64,13.07,69.1,0.8,13.45
22.65,13.07,69.1,0.8,13.45
22.65,13.07,69.1,0.8,13.45
22.66,13.07,69.1,0.8,13.45
22.66,13.07,69.1,0.8,13.45
22.67,13.07,69.1,0.8,13.45
22.67,13.07,69.1,0.8,13.45
22.68,13.07,69.1,0.8,13.45
22.68,13.07,69.0,0.8,13.45
22.69,13.07,69.0,0.8,13.45
22.69,13.07,69.0,0.8,13.45
22.7,13.07,69.0,0.8,13.45
22.7,13.07,69.0,0.8,13.45
22.71,13.07,69.0,0.8,13.45
22.71,13.07,69.0,0.8,13.45
22.72,13.07,69.0,0.8,13.45
22.72,13.07,69.0,0.8,13.45
22.73,13.07,69.0,0.8,13.45
22.73,13.07,69.0,0.8,13.45
22.74,13.07,69.0,0.8,13.45
22.74,13.07,69.0,0.8,13.45
22.75,13.07,69.0,0.8,13.45
22.75,13.07,69.0,0.8,13.45
22.76,13.07,69.0,0.8,13.45
22.76,13.07,69.0,0.8,13.45
22.77,13.07,69.0,0.8,13.45
22.78,13.07,69.0,0.8,13.45
22.78,13.07,69.0,0.8,13.45
22.78,13.07,69.0,0.8,13.45
22.79,13.07,69.0,0.8,13.45
22.8,13.07,69.0,0.8,13.45
22.8,13.07,69.0,0.8,13.45
22.81,13.07,68.9,0.8,13.45
22.81,13.07,68.9,0.8,13.45
22.82,13.07,68.9,0.8,13.45
22.82,13.07,68.9,0.8,13.45
22.83,13.07,68.9,0.8,13.45
22.84,13.07,68.9,0.8,13.45
22.84,13.07,68.9,0.8,13.45
22.85,13.07,68.9,0.8,13.45
22.85,13.07,68.9,0.8,13.45
22.86,13.07,68.9,0.8,13.45
22.86,13.07,68.9,0.8,13.45
22.87,13.07,68.9,0.8,13.45
22.88,13.07,68.9,0.8,13.44
22.88,13.07,68.9,0.8,13.44
22.89,13.07,68.9,0.8,13.44
22.89,13.07,68.9,0.8,13.44
22.9,13.07,68.9,0.8,13.44
22.9,13.07,68.9,0.8,13.44
22.91,13.07,68.9,0.8,13.44
22.92,13.07,68.9,0.8,13.44
22.92,13.07,68.9,0.8,13.44
22.93,13.07,68.9,0.8,13.44
22.93,13.07,68.9,0.8,13.44
22.94,13.07,68.9,0.8,13.44
22.94,13.07,68.8,0.8,13.44
22.95,13.07,68.8,0.8,13.44
22.95,13.07,68.8,0.8,13.44
22.96,13.07,68.8,0.8,13.44
22.96,13.07,68.8,0.8,13.44
22.97,13.07,68.8,0.8,13.44
22.97,13.07,68.8,0.8,13.44
22.98,13.07,68.8,0.8,13.44
22.98,13.07,68.8,0.8,13.44
22.99,13.07,68.8,0.8,13.44
22.99,13.07,68.8,0.8,13.44
23.0,13.07,68.8,0.8,13.44
23.0,13.07,68.8,0.8,13.44
23.01,13.07,68.8,0.8,13.44
23.01,13.07,68.8,0.8,13.44
23.02,13.07,68.8,0.8,13.44
23.02,13.07,68.8,0.8,13.44
23.03,13.07,68.8,0.8,13.44
23.03,13.07,68.8,0.8,13.44
23.04,13.07,68.8,0.8,13.44
23.04,13.07,68.8,0.8,13.44
23.05,13.07,68.8,0.8,13.44
23.05,13.07,68.8,0.8,13.44
23.06,13.07,68.8,0.8,13.44
23.06,13.07,68.7,0.8,13.44
23.07,13.07,68.7,0.8,13.44
23.07,13.07,68.7,0.8,13.44
23.08,13.07,68.7,0.8,13.44
23.08,13.07,68.7,0.8,13.44
23.09,13.07,68.7,0.8,13.44
23.09,13.07,68.7,0.8,13.44
23.1,13.07,68.7,0.8,13.44
23.1,13.07,68.7,0.8,13.44
23.11,13.07,68.7,0.8,13.44
23.11,13.07,68.7,0.8,13.44
23.12,13.07,68.7,0.8,13.44
23.12,13.07,68.7,0.8,13.43
23.13,13.07,68.7,0.8,13.43
23.13,13.07,68.7,0.8,13.43
23.14,13.07,68.7,0.8,13.43
23.14,13.07,68.7,0.8,13.43
23.15,13.07,68.7,0.8,13.43
23.15,13.07,68.7,0.8,13.43
23.16,13.07,68.7,0.8,13.43
23.16,13.07,68.7,0.8,13.43
23.17,13.07,68.7,0.8,13.43
23.17,13.07,68.7,0.8,13.43
23.18,13.07,68.7,0.8,13.43
23.18,13.07,68.6,0.8,13.43
23.19,13.07,68.6,0.8,13.43
23.2,13.07,68.6,0.8,13.43
23.2,13.07,68.6,0.8,13.43
23.21,13.07,68.6,0.8,13.43
23.21,13.07,68.6,0.8,13.43
23.22,13.07,68.6,0.8,13.43
23.22,13.07,68.6,0.8,13.43
23.23,13.07,68.6,0.8,13.43
23.23,13.07,68.6,0.8,13.43
23.24,13.07,68.6,0.8,13.43
23.24,13.07,68.6,0.8,13.43
23.25,13.07,68.6,0.8,13.43
23.25,13.07,68.6,0.8,13.43
23.26,13.07,68.6,0.8,13.43
23.26,13.07,68.6,0.8,13.43
23.27,13.07,68.6,0.8,13.43
23.27,13.07,68.6,0.8,13.43
23.28,13.07,68.6,0.8,13.43
23.28,13.07,68.6,0.8,13.43
23.28,13.07,68.6,0.8,13.43
23.29,13.07,68.6,0.8,13.43
23.3,13.07,68.6,0.8,13.43
23.3,13.07,68.6,0.8,13.43
23.31,13.07,68.5,0.8,13.43
23.32,13.07,68.5,0.8,13.43
23.33,13.07,68.5,0.8,13.43
23.33,13.07,68.5,0.8,13.43
23.34,13.07,68.5,0.8,13.43
23.34,13.07,68.5,0.8,13.43
23.35,13.07,68.5,0.8,13.43
23.35,13.07,68.5,0.8,13.43
23.36,13.07,68.5,0.8,13.43
23.36,13.07,68.5,0.8,13.43
23.37,13.07,68.5,0.8,13.43
23.37,13.07,68.5,0.8,13.43
23.38,13.07,68.5,0.8,13.42
23.38,13.07,68.5,0.8,13.42
23.39,13.07,68.5,0.8,13.42
23.39,13.07,68.5,0.8,13.42
23.4,13.07,68.5,0.8,13.42
23.4,13.07,68.5,0.8,13.42
23.41,13.07,68.5,0.8,13.42
23.41,13.07,68.5,0.8,13.42
23.42,13.07,68.5,0.8,13.42
23.42,13.07,68.5,0.8,13.42
23.43,13.07,68.5,0.8,13.42
23.43,13.07,68.5,0.8,13.42
23.44,13.07,68.4,0.8,13.42
23.44,13.07,68.4,0.8,13.42
23.45,13.07,68.4,0.8,13.42
23.45,13.07,68.4,0.8,13.42
23.46,13.07,68.4,0.8,13.42
23.46,13.07,68.4,0.8,13.42
23.47,13.07,68.4,0.8,13.42
23.47,13.07,68.4,0.8,13.42
23.48,13.07,68.4,0.8,13.42
23.48,13.07,68.4,0.8,13.42
23.48,13.07,68.4,0.8,13.42
23.49,13.07,68.4,0.8,13.42
23.49,13.07,68.4,0.8,13.42
23.5,13.07,68.4,0.8,13.42
23.5,13.07,68.4,0.8,13.42
23.51,13.07,68.4,0.8,13.42
23.51,13.07,68.4,0.8,13.42
23.52,13.07,68.4,0.8,13.42
23.53,13.07,68.4,0.8,13.42
23.53,13.07,68.4,0.8,13.42
23.54,13.07,68.4,0.8,13.42
23.54,13.07,68.4,0.8,13.42
23.55,13.07,68.4,0.8,13.42
23.55,13.07,68.4,0.8,13.42
23.56,13.07,68.3,0.8,13.42
23.56,13.07,68.3,0.8,13.42
23.57,13.07,68.3,0.8,13.42
23.57,13.07,68.3,0.8,13.42
23.58,13.07,68.3,0.8,13.42
23.59,13.07,68.3,0.8,13.42
23.59,13.07,68.3,0.8,13.42
23.6,13.07,68.3,0.8,13.42
23.6,13.07,68.3,0.8,13.42
23.61,13.07,68.3,0.8,13.42
23.61,13.07,68.3,0.8,13.42
23.62,13.07,68.3,0.8,13.42
23.62,13.07,68.3,0.8,13.41
23.63,13.07,68.3,0.8,13.41
23.63,13.07,68.3,0.8,13.41
23.64,13.07,68.3,0.8,13.41
23.64,13.07,68.3,0.8,13.41
23.65,13.07,68.3,0.8,13.41
23.65,13.07,68.3,0.8,13.41
23.66,13.07,68.3,0.8,13.41
23.66,13.07,68.3,0.8,13.41
23.67,13.07,68.3,0.8,13.41
23.67,13.07,68.3,0.8,13.41
23.68,13.07,68.3,0.8,13.41
23.68,13.07,68.2,0.8,13.41
23.69,13.07,68.2,0.8,13.41
23.69,13.07,68.2,0.8,13.41
23.7,13.07,68.2,0.8,13.41
23.7,13.07,68.2,0.8,13.41
23.71,13.07,68.2,0.8,13.41
23.71,13.07,68.2,0.8,13.41
23.71,13.07,68.2,0.8,13.41
23.72,13.07,68.2,0.8,13.41
23.72,13.07,68.2,0.8,13.41
23.73,13.07,68.2,0.8,13.41
23.73,13.07,68.2,0.8,13.41
23.74,13.07,68.2,0.8,13.41
23.74,13.07,68.2,0.8,13.41
23.75,13.07,68.2,0.8,13.41
23.75,13.07,68.2,0.8,13.41
23.76,13.07,68.2,0.8,13.41
23.76,13.07,68.2,0.8,13.41
23.77,13.07,68.2,0.8,13.41
23.77,13.07,68.2,0.8,13.41
23.78,13.07,68.2,0.8,13.41
23.78,13.07,68.2,0.8,13.41
23.79,13.07,68.2,0.8,13.41
23.79,13.07,68.2,0.8,13.41
23.8,13.07,68.1,0.8,13.41
23.8,13.07,68.1,0.8,13.41
23.81,13.07,68.1,0.8,13.41
23.81,13.07,68.1,0.8,13.41
23.82,13.07,68.1,0.8,13.41
23.82,13.07,68.1,0.8,13.41
23.83,13.07,68.1,0.8,13.41
23.83,13.07,68.1,0.8,13.41
23.84,13.07,68.1,0.8,13.41
23.84,13.07,68.1,0.8,13.41
23.84,13.07,68.1,0.8,13.41
23.85,13.07,68.1,0.8,13.41
23.85,13.07,68.1,0.8,13.4
23.86,13.07,68.1,0.8,13.4
23.86,13.07,68.1,0.8,13.4
23.87,13.07,68.1,0.8,13.4
23.87,13.07,68.1,0.8,13.4
23.88,13.07,68.1,0.8,13.4
23.88,13.07,68.1,0.8,13.4
23.89,13.07,68.1,0.8,13.4
23.89,13.07,68.1,0.8,13.4
23.9,13.07,68.1,0.8,13.4
23.9,13.07,68.1,0.8,13.4
23.91,13.07,68.1,0.8,13.4
23.91,13.07,68.0,0.8,13.4
23.92,13.07,68.0,0.8,13.4
23.92,13.07,68.0,0.8,13.4
23.93,13.07,68.0,0.8,13.4
23.93,13.07,68.0,0.8,13.4
23.94,13.07,68.0,0.8,13.4
23.94,13.07,68.0,0.8,13.4
23.95,13.07,68.0,0.8,13.4
23.95,13.07,68.0,0.8,13.4
23.96,13.07,68.0,0.8,13.4
23.96,13.07,68.0,0.8,13.4
23.97,13.07,68.0,0.8,13.4
23.97,13.07,68.0,0.8,13.4
23.97,13.07,68.0,0.8,13.4
23.98,13.07,68.0,0.8,13.4
23.99,13.07,68.0,0.8,13.4
23.99,13.07,68.0,0.8,13.4
24.0,13.07,68.0,0.8,13.4
24.0,13.07,68.0,0.8,13.4
24.01,13.07,68.0,0.8,13.4
24.01,13.07,68.0,0.8,13.4
24.02,13.07,68.0,0.8,13.4
24.02,13.07,68.0,0.8,13.4
24.03,13.07,68.0,0.8,13.4
24.03,13.07,67.9,0.8,13.4
24.04,13.07,67.9,0.8,13.4
24.04,13.07,67.9,0.8,13.4
24.05,13.07,67.9,0.8,13.4
24.05,13.07,67.9,0.8,13.4
24.06,13.07,67.9,0.8,13.4
24.06,13.07,67.9,0.8,13.4
24.07,13.07,67.9,0.8,13.4
24.07,13.07,67.9,0.8,13.4
24.08,13.07,67.9,0.8,13.4
24.08,13.07,67.9,0.8,13.4
24.09,13.07,67.9,0.8,13.4
24.09,13.07,67.9,0.8,13.39
24.1,13.07,67.9,0.8,13.39
24.1,13.07,67.9,0.8,13.39
24.11,13.07,67.9,0.8,13.39
24.11,13.07,67.9,0.8,13.39
24.12,13.07,67.9,0.8,13.39
24.12,13.07,67.9,0.8,13.39
24.13,13.07,67.9,0.8,13.39
24.13,13.07,67.9,0.8,13.39
24.14,13.07,67.9,0.8,13.39
24.14,13.07,67.9,0.8,13.39
24.15,13.07,67.9,0.8,13.39
24.15,13.07,67.8,0.8,13.39
24.16,13.07,67.8,0.8,13.39
24.16,13.07,67.8,0.8,13.39
24.17,13.07,67.8,0.8,13.39
24.17,13.07,67.8,0.8,13.39
24.18,13.07,67.8,0.8,13.39
24.18,13.07,67.8,0.8,13.39
24.19,13.07,67.8,0.8,13.39
24.19,13.07,67.8,0.8,13.39
24.2,13.07,67.8,0.8,13.39
24.2,13.07,67.8,0.8,13.39
24.21,13.07,67.8,0.8,13.39
24.21,13.07,67.8,0.8,13.39
24.22,13.07,67.8,0.8,13.39
24.22,13.07,67.8,0.8,13.39
24.23,13.07,67.8,0.8,13.39
24.23,13.07,67.8,0.8,13.39
24.24,13.07,67.8,0.8,13.39
24.24,13.07,67.8,0.8,13.39
24.25,13.07,67.8,0.8,13.39
24.26,13.07,67.8,0.8,13.39
24.26,13.07,67.8,0.8,13.39
24.27,13.07,67.8,0.8,13.39
24.27,13.07,67.8,0.8,13.39
24.28,13.07,67.7,0.8,13.39
24.28,13.07,67.7,0.8,13.39
24.29,13.07,67.7,0.8,13.39
24.29,13.07,67.7,0.8,13.39
24.3,13.07,67.7,0.8,13.39
24.3,13.07,67.7,0.8,13.39
24.31,13.07,67.7,0.8,13.39
24.31,13.07,67.7,0.8,13.39
24.32,13.07,67.7,0.8,13.39
24.32,13.07,67.7,0.8,13.39
24.33,13.07,67.7,0.8,13.39
24.33,13.07,67.7,0.8,13.39
24.34,13.07,67.7,0.8,13.38
24.34,13.07,67.7,0.8,13.38
24.35,13.07,67.7,0.8,13.38
24.35,13.07,67.7,0.8,13.38
24.36,13.07,67.7,0.8,13.38
24.36,13.07,67.7,0.8,13.38
24.37,13.07,67.7,0.8,13.38
24.37,13.07,67.7,0.8,13.38
24.38,13.07,67.7,0.8,13.38
24.39,13.07,67.7,0.8,13.38
24.39,13.07,67.7,0.8,13.38
24.4,13.07,67.7,0.8,13.38
24.4,13.07,67.6,0.8,13.38
24.41,13.07,67.6,0.8,13.38
24.41,13.07,67.6,0.8,13.38
24.42,13.07,67.6,0.8,13.38
24.42,13.07,67.6,0.8,13.38
24.43,13.07,67.6,0.8,13.38
24.43,13.07,67.6,0.8,13.38
24.44,13.07,67.6,0.8,13.38
24.44,13.07,67.6,0.8,13.38
24.45,13.07,67.6,0.8,13.38
24.45,13.07,67.6,0.8,13.38
24.45,13.07,67.6,0.8,13.38
24.46,13.07,67.6,0.8,13.38
24.47,13.07,67.6,0.8,13.38
24.47,13.07,67.6,0.8,13.38
24.48,13.07,67.6,0.8,13.38
24.48,13.07,67.6,0.8,13.38
24.49,13.07,67.6,0.8,13.38
24.49,13.07,67.6,0.8,13.38
24.5,13.07,67.6,0.8,13.38
24.5,13.07,67.6,0.8,13.38
24.51,13.07,67.6,0.8,13.38
24.51,13.07,67.6,0.8,13.38
24.52,13.07,67.6,0.8,13.38
24.52,13.07,67.5,0.8,13.38
24.53,13.07,67.5,0.8,13.38
24.53,13.07,67.5,0.8,13.38
24.54,13.07,67.5,0.8,13.38
24.54,13.07,67.5,0.8,13.38
24.55,13.07,67.5,0.8,13.38
24.55,13.07,67.5,0.8,13.38
24.56,13.07,67.5,0.8,13.38
24.56,13.07,67.5,0.8,13.38
24.57,13.07,67.5,0.8,13.38
24.57,13.07,67.5,0.8,13.38
24.57,13.07,67.5,0.8,13.38
24.58,13.07,67.5,0.8,13.37
24.59,13.07,67.5,0.8,13.37
24.59,13.07,67.5,0.8,13.37
24.6,13.07,67.5,0.8,13.37
24.6,13.07,67.5,0.8,13.37
24.61,13.07,67.5,0.8,13.37
24.61,13.07,67.5,0.8,13.37
24.62,13.07,67.5,0.8,13.37
24.62,13.07,67.5,0.8,13.37
24.63,13.07,67.5,0.8,13.37
24.63,13.07,67.5,0.8,13.37
24.63,13.07,67.5,0.8,13.37
24.64,13.07,67.4,0.8,13.37
24.64,13.07,67.4,0.8,13.37
24.65,13.07,67.4,0.8,13.37
24.65,13.07,67.4,0.8,13.37
24.66,13.07,67.4,0.8,13.37
24.66,13.07,67.4,0.8,13.37
24.67,13.07,67.4,0.8,13.37
24.67,13.07,67.4,0.8,13.37
24.68,13.07,67.4,0.8,13.37
24.69,13.07,67.4,0.8,13.37
24.69,13.07,67.4,0.8,13.37
24.69,13.07,67.4,0.8,13.37
24.7,13.07,67.4,0.8,13.37
24.7,13.07,67.4,0.8,13.37
24.71,13.07,67.4,0.8,13.37
24.71,13.07,67.4,0.8,13.37
24.72,13.07,67.4,0.8,13.37
24.73,13.07,67.4,0.8,13.37
24.73,13.07,67.4,0.8,13.37
24.73,13.07,67.4,0.8,13.37
24.74,13.07,67.4,0.8,13.37
24.74,13.07,67.4,0.8,13.37
24.75,13.07,67.4,0.8,13.37
24.75,13.07,67.4,0.8,13.37
24.76,13.07,67.3,0.8,13.37
24.76,13.07,67.3,0.8,13.37
24.77,13.07,67.3,0.8,13.37
24.77,13.07,67.3,0.8,13.37
24.78,13.07,67.3,0.8,13.37
24.78,13.07,67.3,0.8,13.37
24.79,13.07,67.3,0.8,13.37
24.79,13.07,67.3,0.8,13.37
24.8,13.07,67.3,0.8,13.37
24.8,13.07,67.3,0.8,13.37
24.81,13.07,67.3,0.8,13.37
24.81,13.07,67.3,0.8,13.37
24.82,13.07,67.3,0.8,13.36
24.82,13.07,67.3,0.8,13.36
24.83,13.07,67.3,0.8,13.36
24.83,13.07,67.3,0.8,13.36
24.84,13.07,67.3,0.8,13.36
24.84,13.07,67.3,0.8,13.36
24.85,13.07,67.3,0.8,13.36
24.85,13.07,67.3,0.8,13.36
24.86,13.07,67.3,0.8,13.36
24.86,13.07,67.3,0.8,13.36
24.87,13.07,67.3,0.8,13.36
24.87,13.07,67.3,0.8,13.36
